Source,Target,Score
RE-589,IRouteCreator,0.0586
RE-551,UAVRegistrationInfo,0.0586
RE-595,AMEditPrioritiesController,0.0586
RE-589,GeneratedRoutesInfo,0.0585
RE-628,SelectionWriter,0.0585
RE-80,IUAVRegistrationServiceInstance,0.0585
RE-551,DronePair,0.0585
RE-589,WaypointGoal,0.0585
RE-649,AMMainLayout,0.0584
RE-424,CoverageTest,0.0584
RE-100,FollowTheLeaderNed,0.0583
RE-28,IFlightDirector,0.0583
RE-424,IMissionTask,0.0583
RE-722,AbstractMissionTask,0.0583
RE-555,MetricsRunner,0.0583
RE-681,CoverageTest,0.0582
RE-597,WaypointGoalSnapshot,0.0582
RE-701,IAction,0.0581
RE-691,TypeRegistrationInfo,0.0581
RE-505,NVector,0.0581
RE-681,SearchPatternStrategy,0.0580
RE-589,IAreaMapping,0.0580
RE-722,DronePair,0.0580
RE-637,SupervisorServiceInstance,0.0579
RE-706,AMEditPrioritiesController,0.0579
RE-589,KMLExporter,0.0579
RE-596,IMissionPlanningRemoteService,0.0579
RE-637,FlightManagerServiceRemoteFacade,0.0579
RE-549,AbstractDroneFleetFactory,0.0579
RE-501,WaypointGoal,0.0578
RE-508,RiverBankPrimitive,0.0578
RE-693,ManagedDrone,0.0578
RE-759,UAVTypeRegistrationInfo,0.0577
RE-722,AreaMappingGenerator,0.0577
RE-25,DistanceUtil,0.0577
RE-597,ManagedDroneMessenger,0.0576
RE-628,CoordinatedLandingPattern,0.0576
RE-77,StopEveryoneWaypoint,0.0576
RE-646,UAVHandshakeMessage,0.0576
RE-637,AFControlsComponent,0.0576
RE-114,AMEditSidesController,0.0576
RE-649,DroneSnapshotOption,0.0576
RE-595,ConnectionRequestMessage,0.0576
RE-25,UAVRegistrationXStreamPersistor,0.0575
RE-714,GetNameMessage,0.0575
RE-693,UAVTypeRegistrationInfo,0.0575
RE-637,UAVTypeRegistrationServiceRemoteFacade,0.0575
RE-596,GetNameMessage,0.0574
RE-103,AMEditSidesController,0.0574
RE-587,FlightSimulator,0.0574
RE-589,KMLMapCreator,0.0574
RE-679,UAVRegistrationXStreamPersistor,0.0574
RE-597,GetNameMessage,0.0574
RE-596,CollisionAvoidanceMessenger,0.0574
RE-701,AMEditPrioritiesController,0.0574
RE-595,ManagedDroneUpdateMessage,0.0574
RE-656,FlightSimulator,0.0573
RE-589,IUAVTypeRegistrationServiceInstance,0.0573
RE-626,IMissionTask,0.0573
RE-505,ReadDispatcher,0.0573
RE-25,AbstractGoal,0.0572
RE-706,IAction,0.0572
RE-646,DelayTask,0.0572
RE-424,FlightSimulator,0.0571
RE-616,StopEveryone,0.0571
RE-555,UAVEquipmentTypeRegistrationInfo,0.0571
RE-551,AbstractDroneFleetFactory,0.0571
RE-501,MapRiver,0.0571
RE-541,CoverageStatistics,0.0571
RE-701,IMissionPlanningRemoteService,0.0570
RE-101,TypeRegistrationInfo,0.0570
RE-626,MapRiver,0.0570
RE-637,AMInfoBox,0.0570
RE-706,IMissionPlanningRemoteService,0.0570
RE-589,IFlightManagerRemoteService,0.0570
RE-689,FlightSimulator,0.0570
RE-589,PersistableMissionPlan,0.0570
RE-729,GeofenceRectangle,0.0569
RE-101,MetricsRunner,0.0569
RE-722,IMissionTask,0.0569
RE-555,Utilities,0.0569
RE-611,UAVRegistrationInfo,0.0569
RE-77,UAVEquipmentTypeRegistrationInfo,0.0569
RE-549,IAction,0.0569
RE-637,FakePythonGroundstation,0.0568
RE-77,CollisionAvoidanceBackend,0.0568
RE-549,UAVEquipmentTypeRegistrationInfo,0.0568
RE-679,CollisionAvoidanceCheckTask,0.0567
RE-80,IAction,0.0566
RE-594,UAVRegistrationInfo,0.0566
RE-706,AreaMappingGenerator,0.0566
RE-595,MissionInfo,0.0566
RE-701,AreaMappingGenerator,0.0566
RE-616,UAVHandshakeMessage,0.0565
RE-706,FullMissionPlan2,0.0565
RE-649,AbstractRemoteFacade,0.0565
RE-589,CollisionAvoidanceCheckTask,0.0564
RE-596,DefaultAction,0.0564
RE-639,UAVTypeRegistrationInfo,0.0564
RE-649,IUAVMissionTask,0.0564
RE-701,FullMissionPlan2,0.0564
RE-611,ImageWaypoint,0.0563
RE-589,RemindsConnector,0.0563
RE-100,StopEveryone,0.0563
RE-637,IFileTransmitRemoteService,0.0562
RE-589,IServiceInstance,0.0562
RE-551,IUAVRegistrationServiceInstance,0.0562
RE-628,FlightZoneManager2,0.0562
RE-589,AFAssignRouteComponent,0.0561
RE-589,RemoteService,0.0560
RE-77,IUAVRegistrationServiceInstance,0.0560
RE-597,SlowLayer,0.0559
RE-714,DistanceCalculator,0.0559
RE-595,DefaultAction,0.0558
RE-722,CoverageStatistics,0.0558
RE-596,StopLayer,0.0558
RE-637,DroneConnectorServiceInstance,0.0558
RE-729,UAVTypeRegistrationInfo,0.0558
RE-616,RoutePrimitive,0.0557
RE-505,IMissionPlanningRemoteService,0.0557
RE-709,StopEveryoneWaypoint,0.0557
RE-595,DelayTask,0.0557
RE-679,NVECSimulator,0.0557
RE-551,GoalUpdateMessage,0.0557
RE-549,IUAVRegistrationServiceInstance,0.0557
RE-679,SetTargetAltitudeMessage,0.0556
RE-103,SetGimbalTargetCommand,0.0556
RE-626,UAVEquipmentTypeRegistrationInfo,0.0556
RE-424,IUAVRegistrationRemoteService,0.0555
RE-549,UAVTypeRegistrationInfo,0.0555
RE-681,ManagedDroneMessenger,0.0555
RE-595,ILayer,0.0555
RE-695,TypeRegistrationInfo,0.0555
RE-505,DroneSnapshot,0.0555
RE-25,RiverBankPrimitive,0.0555
RE-626,FlightSimulator,0.0554
RE-649,SourcePoints,0.0554
RE-759,AMEditSidesController,0.0554
RE-505,VirtualDrone,0.0554
RE-587,UAVEquipmentTypeRegistrationInfo,0.0554
RE-714,ManagedDroneMessenger,0.0554
RE-549,GoalUpdateMessage,0.0554
RE-505,RouteCreationRunner,0.0554
RE-505,AreaMappingGenerator,0.0554
RE-594,CollisionAvoidanceMessenger,0.0553
RE-691,UAVEquipmentTypeRegistrationInfo,0.0553
RE-679,AbstractMissionTask,0.0553
RE-596,ManagedDroneMessenger,0.0553
RE-28,IUAVRegistrationServiceInstance,0.0552
RE-594,PassThrough,0.0552
RE-551,UpdateGuidanceMessage,0.0552
RE-103,SetGimbalRotationCommand,0.0551
RE-681,DroneInitializationInfo,0.0551
RE-637,FileManager,0.0551
RE-114,RoutePrimitive,0.0550
RE-695,FlightSimulator,0.0550
RE-103,CoverageTest,0.0550
RE-508,MetricsRunner,0.0550
RE-508,MapRiver,0.0550
RE-589,IRegionOfInterest,0.0549
RE-25,AbstractPosition,0.0548
RE-25,AbstractPosition copy,0.0548
RE-649,CoordinatedTakeoffPattern,0.0548
RE-100,StopExecutorViaWaypoint,0.0548
RE-639,StopExecutorViaReverse,0.0548
RE-549,UpdateGuidanceMessage,0.0548
RE-77,UAVTypeRegistrationInfo,0.0548
RE-691,FlightSimulator,0.0548
RE-589,IUAVMissionDescription,0.0547
RE-639,FollowTheLeaderWaypoint,0.0547
RE-714,GeofenceRectangle,0.0547
RE-100,CollisionAvoidanceBackend,0.0547
RE-646,IUAVRegistrationServiceInstance,0.0546
RE-589,ReadDispatcher,0.0546
RE-505,AbstractItemPersistenceProvider,0.0546
RE-101,Utilities,0.0545
RE-679,VirtualDrone,0.0545
RE-589,MapNode,0.0544
RE-649,UAVStateChangeMessage,0.0544
RE-616,StopExecutorViaWaypoint,0.0544
RE-689,UAVEquipmentTypeRegistrationInfo,0.0544
RE-689,CoverageTest,0.0543
RE-589,PersistableUAVMissionDescription,0.0543
RE-595,StopLayer,0.0543
RE-589,AFInfoPanel,0.0543
RE-611,UAVEquipmentTypeRegistrationInfo,0.0543
RE-628,AssignedDrone,0.0543
RE-722,CollisionAvoidanceMessenger,0.0543
RE-596,ManagedDroneUpdateMessage,0.0542
RE-555,UAVRegistrationInfo,0.0542
RE-595,FlightRouteXStreamPersistor,0.0542
RE-637,AFMapViewOperations,0.0541
RE-679,RouteCreationRunner,0.0540
RE-589,UAVTypeRegistration,0.0540
RE-101,UAVEquipmentTypeRegistrationInfo,0.0540
RE-691,RoutePrimitive,0.0540
RE-589,WriteDispatcher,0.0539
RE-594,UAVEquipmentTypeRegistrationInfo,0.0539
RE-589,DispatchQueueManager,0.0539
RE-596,AMEditSidesController,0.0539
RE-501,StopExecutorViaWaypoint,0.0538
RE-706,FlightSimulator,0.0538
RE-701,FlightSimulator,0.0537
RE-646,WaypointGoalSnapshot,0.0537
RE-729,CoverageTest,0.0536
RE-597,CoverageStatistics,0.0536
RE-637,FlightRoute,0.0536
RE-628,DroneFleetListener,0.0536
RE-101,MonitoringConnectionTester,0.0535
RE-709,ManagedDroneMessenger,0.0535
RE-501,MetricsRunner,0.0535
RE-25,DistanceCalculator,0.0535
RE-589,UAVEquipmentTypeRegistration,0.0535
RE-114,ManagedDroneMessenger,0.0535
RE-103,UAVEquipmentTypeRegistrationInfo,0.0535
RE-695,CoverageTest,0.0535
RE-611,AbstractDroneFleetFactory,0.0534
RE-587,CoverageTest,0.0534
RE-114,AbstractPosition,0.0534
RE-114,AbstractPosition copy,0.0534
RE-80,TypeRegistrationInfo,0.0534
RE-646,VirtualDroneFleetFactory,0.0534
RE-637,MonitoringDispatchThread,0.0534
RE-656,UAVEquipmentTypeRegistrationInfo,0.0533
RE-679,DroneSnapshot,0.0533
RE-679,AreaMappingGenerator,0.0532
RE-77,FollowTheLeaderWaypoint,0.0532
RE-114,CoverageTest,0.0532
RE-628,AbstractDrone,0.0532
RE-589,IMissionPlan,0.0532
RE-510,CoverageStatistics,0.0532
RE-505,GetNameMessage,0.0532
RE-637,IFlightManagerServiceInstance,0.0531
RE-595,AFMapDrones,0.0531
RE-25,Onion,0.0531
RE-594,SetGimbalTargetCommand,0.0531
RE-637,FlightManagerServiceInstance,0.0530
RE-637,StatusDispatchThread,0.0530
RE-706,MissionInfo,0.0530
RE-637,IRemoteConnectionServiceInstance,0.0529
RE-596,MetricsRunner,0.0529
RE-77,RiverBankPrimitive,0.0529
RE-679,IMissionTask,0.0528
RE-722,AbstractGoal,0.0528
RE-594,CoverageTest,0.0528
RE-637,JsonTester2,0.0528
RE-656,CoverageTest,0.0527
RE-25,GeofenceRectangle,0.0527
RE-722,VirtualDroneFleetFactory,0.0527
RE-679,UAVMappingInfo,0.0526
RE-594,SetGimbalRotationCommand,0.0526
RE-646,IFlightDirector,0.0526
RE-681,FlightSimulator,0.0526
RE-639,WaypointGoal,0.0526
RE-555,UAVHandshakeMessage,0.0525
RE-681,AbstractMissionTask,0.0525
RE-722,ManagedDroneMessenger,0.0525
RE-628,IUAVMissionTask,0.0525
RE-555,MonitoringConnectionTester,0.0525
RE-505,NVECSimulator,0.0525
RE-706,AbstractGoal,0.0525
RE-25,NVECSimulator,0.0524
RE-701,AbstractGoal,0.0524
RE-508,StopExecutorViaWaypoint,0.0524
RE-80,StopExecutorViaWaypoint2,0.0523
RE-616,ManagedDroneMessenger,0.0523
RE-701,MissionInfo,0.0523
RE-103,WaypointGoal,0.0522
RE-505,TestStatusDispatchThread,0.0522
RE-100,ImageWaypoint,0.0522
RE-714,IUAVRegistrationServiceInstance,0.0521
RE-693,TakeoffTask,0.0520
RE-693,WaypointTask,0.0520
RE-693,LandTask,0.0520
RE-637,DroneVoltageSimulator,0.0520
RE-25,MapRiver,0.0519
RE-611,UAVTypeRegistrationInfo,0.0519
RE-656,AMEditSidesController,0.0518
RE-77,TypeRegistrationInfo,0.0517
RE-574,CoverageStatistics,0.0517
RE-576,CoverageStatistics,0.0517
RE-628,CoordinatedTakeoffPattern,0.0517
RE-679,AbstractItemPersistenceProvider,0.0517
RE-28,TypeRegistrationInfo,0.0517
RE-501,RiverBankPrimitive,0.0516
RE-555,WaypointTask,0.0516
RE-555,TakeoffTask,0.0516
RE-555,LandTask,0.0516
RE-649,MissionPlanningServiceRemoteFacade,0.0516
RE-595,AbstractItemPersistenceProvider,0.0516
RE-729,StopExecutorViaWaypoint,0.0515
RE-611,IUAVRegistrationServiceInstance,0.0515
RE-709,IAction,0.0515
RE-596,AdaptedCreepingLinePrimitive,0.0515
RE-25,FlightSimulator,0.0514
RE-505,PVector,0.0514
RE-637,AbstractServerService,0.0514
RE-691,CoverageTest,0.0514
RE-597,AbstractGoal,0.0514
RE-508,WaypointGoalSnapshot,0.0513
RE-103,RoutePrimitive,0.0513
RE-101,UAVRegistrationInfo,0.0513
RE-729,RoutePrimitive,0.0513
RE-709,AbstractGoal,0.0513
RE-100,DronePair,0.0513
RE-646,FlightSimulator,0.0513
RE-555,GetNameMessage,0.0512
RE-589,ManagedDroneUpdateMessage,0.0512
RE-595,MonitoringConnectionTester,0.0512
RE-706,IMissionPlan,0.0512
RE-646,DistanceUtil,0.0512
RE-637,JsonTester,0.0512
RE-637,JSONSendTester,0.0512
RE-759,RoutePrimitive,0.0511
RE-649,DroneFleetListener,0.0511
RE-551,UAVTypeRegistrationInfo,0.0511
RE-551,UAVEquipmentTypeRegistrationInfo,0.0511
RE-628,SimpleChecker,0.0511
RE-589,UAVEquipmentTypeRegistrationServiceRemoteFacade,0.0510
RE-77,StopExecutorViaReverse,0.0510
RE-695,UAVEquipmentTypeRegistrationInfo,0.0510
RE-637,AFDragLayout,0.0510
RE-649,FlightZoneManager2,0.0508
RE-555,UAVTypeRegistrationInfo,0.0508
RE-649,GroundstationConnector,0.0508
RE-424,MetricsRunner,0.0508
RE-594,UAVTypeRegistrationInfo,0.0508
RE-28,StopExecutorViaWaypoint2,0.0508
RE-637,UAVRegistrationServiceInstance,0.0507
RE-637,StateMessageTypeAdapter,0.0507
RE-541,StopEveryoneWaypoint,0.0507
RE-589,IUAVTypeRegistration,0.0507
RE-695,RoutePrimitive,0.0507
RE-594,TypeRegistrationInfo,0.0507
RE-689,AMEditSidesController,0.0507
RE-501,WaypointTask,0.0507
RE-501,TakeoffTask,0.0507
RE-501,LandTask,0.0507
RE-77,IAction,0.0507
RE-637,IDroneCommand,0.0506
RE-628,PhysicalDrone,0.0505
RE-589,UAVEquipmentTypeRegistrationService,0.0505
RE-505,WriteDispatcher,0.0505
RE-595,AreaMappingXStreamPersistor,0.0505
RE-649,PersistableUAVMissionTask,0.0505
RE-424,WaypointGoal,0.0505
RE-103,DistanceUtil,0.0505
RE-639,PassThrough,0.0505
RE-722,TypeRegistrationInfo,0.0504
RE-649,DroneSetupServiceInstance,0.0504
RE-759,DistanceUtil,0.0504
RE-505,TaskFactory,0.0503
RE-501,FollowTheLeaderNed,0.0503
RE-589,IUAVTypeRegistrationRemoteService,0.0503
RE-714,RiverBankPrimitive,0.0503
RE-679,IUAVPropertyUpdateNotifier,0.0503
RE-628,SourcePoints,0.0503
RE-679,WriteDispatcher,0.0502
RE-100,MonitoringConnectionTester,0.0501
RE-759,MapRiver,0.0501
RE-637,UAVTypeRegistrationServiceInstance,0.0501
RE-424,MonitoringConnectionTester,0.0501
RE-505,PhysicalDroneFleetFactory,0.0500
RE-597,StopEveryoneWaypoint,0.0500
RE-637,AMInfoPanel,0.0500
RE-637,UAVMonitoringMessage,0.0500
RE-597,DronePair,0.0500
RE-639,SlowLayer,0.0499
RE-589,UAVEquipmentTypeRegistrationServiceInstance,0.0499
RE-706,IUAVEquipmentTypeRegistration,0.0499
RE-596,PriorityPolygonPrimitive,0.0499
RE-722,AbstractPosition,0.0498
RE-722,AbstractPosition copy,0.0498
RE-103,MetricsRunner,0.0498
RE-637,FakePassivPythonGroundstation,0.0498
RE-639,UAVHandshakeMessage,0.0498
RE-695,MetricsRunner,0.0498
RE-691,MetricsRunner,0.0497
RE-637,FakePassivPythonGroundstation2,0.0497
RE-596,SearchPatternStrategy,0.0497
RE-649,Waypoint,0.0497
RE-549,TypeRegistrationInfo,0.0496
RE-595,MetricsRunner,0.0496
RE-80,RiverBankPrimitive,0.0496
RE-100,UAVRegistrationInfo,0.0496
RE-630,MonitorDialog,0.0496
RE-626,CoverageTest,0.0495
RE-681,MetricsRunner,0.0495
RE-714,UAVEquipmentTypeRegistrationInfo,0.0495
RE-555,FollowTheLeaderNed,0.0495
RE-594,CollisionAvoidanceBackend,0.0495
RE-589,UAVRegistration,0.0495
RE-701,IMissionPlan,0.0494
RE-594,RiverBankPrimitive,0.0493
RE-114,WaypointGoal,0.0493
RE-714,CoverageTest,0.0493
RE-626,AMEditSidesController,0.0493
RE-714,AbstractPosition,0.0492
RE-714,AbstractPosition copy,0.0492
RE-589,UAVModeChangeMessage,0.0492
RE-587,AMEditSidesController,0.0492
RE-501,IUAVRegistrationRemoteService,0.0491
RE-691,UAVRegistrationInfo,0.0491
RE-8,MonitoringFrequencyAdaptor,0.0490
RE-637,FlightZoneException,0.0490
RE-628,IRemoteableService,0.0490
RE-637,RemoteService,0.0490
RE-589,RemoteInfoObject,0.0490
RE-595,SimpleMonitor,0.0489
RE-505,GetBaseCoordinatesMessage,0.0489
RE-114,MetricsRunner,0.0489
RE-505,GetCoordinatesMessage,0.0489
RE-551,StopEveryoneWaypoint,0.0488
RE-594,WaypointGoalSnapshot,0.0487
RE-649,IMappedItem,0.0487
RE-679,IUAVRegistrationServiceInstance,0.0487
RE-637,DroneMonitoringServiceInstance,0.0487
RE-611,IFlightDirector,0.0486
RE-505,GetSnapshotMessage,0.0486
RE-637,GoToCommand,0.0486
RE-611,TypeRegistrationInfo,0.0486
RE-424,AMEditSidesController,0.0486
RE-589,AbstractRegisterableUnit,0.0486
RE-628,UAVModeChangeMessage,0.0485
RE-589,AMMetaInfo,0.0485
RE-649,MappedItem,0.0485
RE-681,IMissionTask,0.0485
RE-505,WaypointCommand,0.0484
RE-594,ManagedDroneUpdateMessage,0.0483
RE-589,IUAVEquipmentTypeRegistration,0.0483
RE-28,RiverBankPrimitive,0.0483
RE-637,IDroneMonitoringRemoteService,0.0483
RE-424,SetGimbalTargetCommand,0.0482
RE-555,AbstractGoal,0.0482
RE-646,MetricsRunner,0.0482
RE-595,MissionPlanningXStreamPersistor,0.0481
RE-630,PlanPoolManager,0.0481
RE-689,MetricsRunner,0.0481
RE-759,CoverageTest,0.0481
RE-637,IFlightManagerRemoteService,0.0480
RE-637,EmergencyStopCommand,0.0480
RE-729,RiverBankPrimitive,0.0480
RE-555,StopExecutorViaReverse,0.0479
RE-424,TypeRegistrationInfo,0.0479
RE-508,CoverageTest,0.0479
RE-589,GroundstationConnector,0.0479
RE-701,IUAVEquipmentTypeRegistration,0.0478
RE-101,UAVTypeRegistrationInfo,0.0478
RE-693,MapRiver,0.0478
RE-589,IRemoteManager,0.0478
RE-649,DroneSnapshotInternal,0.0478
RE-424,SetGimbalRotationCommand,0.0477
RE-679,DroneInitializationInfo,0.0477
RE-759,DistanceCalculator,0.0477
RE-649,IMovementSimulator,0.0477
RE-639,StopExecutor,0.0477
RE-628,AFMissionOperations,0.0477
RE-679,PhysicalDroneFleetFactory,0.0476
RE-691,WaypointGoal,0.0476
RE-505,SoloDirector,0.0476
RE-501,CoverageTest,0.0475
RE-103,DistanceCalculator,0.0474
RE-729,AbstractGoal,0.0474
RE-646,DistanceCalculator,0.0474
RE-595,MissionExecutionTester,0.0474
RE-551,StopExecutorViaWaypoint2,0.0473
RE-695,IUAVRegistrationRemoteService,0.0473
RE-549,ReturnHomeMessage,0.0472
RE-587,MetricsRunner,0.0472
RE-594,AbstractGoal,0.0472
RE-589,FlightZoneManager2,0.0472
RE-706,ManagedDroneMessenger,0.0472
RE-637,AbstractStatusDispatchThread,0.0471
RE-596,GetSnapshotMessage,0.0471
RE-691,UAVTypeRegistrationInfo,0.0471
RE-501,WaypointGoalSnapshot,0.0471
RE-656,MetricsRunner,0.0471
RE-589,RemoteRMIRemoteObject,0.0471
RE-25,DelayTask,0.0471
RE-589,IRemoteInfoObject,0.0471
RE-595,MissionController,0.0471
RE-628,IDrone,0.0470
RE-649,IFlightPattern,0.0470
RE-729,Utilities,0.0470
RE-646,AbstractGoal,0.0470
RE-611,GoalUpdateMessage,0.0470
RE-628,ConnectionRequestMessage,0.0470
RE-691,UAVMappingInfo,0.0469
RE-637,FlightPlan,0.0469
RE-630,IPlanStatusChangeListener,0.0469
RE-630,DronologyListenerManager,0.0468
RE-630,IDroneStatusChangeListener,0.0468
RE-114,Utilities,0.0468
RE-630,DroneSetupServiceRemoteFacade,0.0467
RE-589,AMMapMarkerUtilities,0.0467
RE-729,IUAVRegistrationServiceInstance,0.0467
RE-701,ManagedDroneMessenger,0.0466
RE-630,IDronologyChangeListener,0.0466
RE-649,AFChooseMissionWindow,0.0466
RE-693,SimpleMonitor,0.0465
RE-630,IItemChangeListener,0.0465
RE-589,RemoteConnectionServiceInstance,0.0465
RE-596,GetCoordinatesMessage,0.0465
RE-611,UpdateGuidanceMessage,0.0465
RE-25,AreaMappingCategoryInfo,0.0465
RE-596,GetBaseCoordinatesMessage,0.0464
RE-630,IMonitoringDataHandler,0.0464
RE-693,FollowTheLeaderNed,0.0464
RE-630,SearchConstants,0.0464
RE-555,ManagedDroneUpdateMessage,0.0464
RE-693,CoverageTest,0.0464
RE-549,StopExecutorViaWaypoint2,0.0464
RE-630,FlightRouteplanningServiceRemoteFacade,0.0464
RE-681,TypeRegistrationInfo,0.0463
RE-630,IManagedDroneStateChangeListener,0.0463
RE-589,AFInfoBox,0.0463
RE-628,IMovementSimulator,0.0463
RE-555,CollisionAvoidanceMessenger,0.0463
RE-646,GeofenceRectangle,0.0463
RE-695,UAVRegistrationInfo,0.0463
RE-630,AreaMappingServiceRemoteFacade,0.0462
RE-595,UAVRegistrationXStreamPersistor,0.0462
RE-628,PersistableUAVMissionTask,0.0462
RE-693,UAVRegistrationInfo,0.0462
RE-630,FlightRouteplanningService,0.0461
RE-656,RoutePrimitive,0.0461
RE-628,Waypoint,0.0461
RE-639,UAVRegistrationInfo,0.0461
RE-628,UAVEquipmentTypeRegistrationXStreamPersistor,0.0460
RE-630,AreaMappingPersistenceProvider,0.0460
RE-630,DronologyMonitoringManager,0.0460
RE-505,AbstractMissionTask,0.0460
RE-549,RiverBankPrimitive,0.0460
RE-616,IUAVRegistrationServiceInstance,0.0459
RE-589,RemoteInfo,0.0459
RE-597,IAction,0.0459
RE-597,ManagedDroneUpdateMessage,0.0459
RE-114,TypeRegistrationInfo,0.0459
RE-101,SetGimbalTargetCommand,0.0459
RE-630,FlightRoutePersistenceProvider,0.0459
RE-630,MissionPlanningPersistenceProvider,0.0458
RE-646,ReturnHomeMessage,0.0458
RE-101,AbstractGoal,0.0458
RE-589,AbstractUAVMessage,0.0458
RE-100,AbstractDroneFleetFactory,0.0458
RE-689,RoutePrimitive,0.0458
RE-630,FlightInfoCreator,0.0458
RE-630,UAVRegistrationServiceRemoteFacade,0.0457
RE-630,UAVRegistrationPersistenceProvider,0.0457
RE-630,UAVProxyManager,0.0457
RE-101,GetNameMessage,0.0456
RE-103,UAVRegistrationInfo,0.0456
RE-649,MissionPlanningServiceInstance,0.0456
RE-616,UAVEquipmentTypeRegistrationInfo,0.0456
RE-630,FlightInfo,0.0456
RE-508,Onion,0.0455
RE-101,ManagedDroneUpdateMessage,0.0455
RE-589,UAVEquipmentTypeRegistrationPersistenceProvider,0.0455
RE-630,DroneCollectionStatus,0.0455
RE-729,MetricsRunner,0.0455
RE-587,RoutePrimitive,0.0454
RE-616,PhysicalDroneUpdateMessage,0.0454
RE-630,SendToSubscriberCallable,0.0454
RE-101,SetGimbalRotationCommand,0.0454
RE-630,IncommingGroundstationConnectionServer,0.0454
RE-103,UAVTypeRegistrationInfo,0.0454
RE-643,ExportRoutePrimitive,0.0453
RE-630,DronologyElementFactory,0.0453
RE-28,SlowLayer,0.0453
RE-729,AbstractPosition,0.0453
RE-729,AbstractPosition copy,0.0453
RE-597,TypeRegistrationInfo,0.0453
RE-630,GeneratedMappedArea,0.0452
RE-555,SetGimbalTargetCommand,0.0452
RE-639,WaypointExecutor,0.0452
RE-505,IUAVRegistrationRemoteService,0.0452
RE-722,StopEveryoneWaypoint,0.0452
RE-508,AbstractGoal,0.0452
RE-691,IUAVRegistrationRemoteService,0.0451
RE-649,SimpleSimulator,0.0451
RE-595,SetTargetAltitudeMessage,0.0451
RE-646,RiverBankPrimitive,0.0451
RE-693,MetricsRunner,0.0451
RE-639,Utilities,0.0450
RE-101,CollisionAvoidanceMessenger,0.0450
RE-424,RoutePrimitive,0.0450
RE-630,MonitoringDataHandler3,0.0450
RE-501,StopExecutorViaWaypoint2,0.0450
RE-630,SimulatorScenarioPersistenceProvider,0.0450
RE-597,FollowTheLeaderWaypoint,0.0449
RE-508,IUAVRegistrationRemoteService,0.0449
RE-630,IRemoteMonitoringMessageHandler,0.0449
RE-101,UAVHandshakeMessage,0.0449
RE-541,Onion,0.0449
RE-594,StopEveryoneWaypoint,0.0449
RE-639,AbstractDroneFleetFactory,0.0449
RE-637,FlyingFieldDemoScript,0.0449
RE-637,OpenUniversityDemoScript,0.0449
RE-630,DroneMonitoringServiceRemoteFacade,0.0449
RE-587,UAVTypeRegistrationInfo,0.0448
RE-589,CollisionAvoidanceMessenger,0.0448
RE-589,IUAVRegistration,0.0448
RE-596,CoverageTest,0.0448
RE-630,UAVListenerManager,0.0448
RE-597,RiverBankPrimitive,0.0448
RE-555,SetGimbalRotationCommand,0.0448
RE-626,ManagedDroneMessenger,0.0447
RE-541,IAction,0.0447
RE-626,UAVTypeRegistrationInfo,0.0447
RE-681,IUAVRegistrationRemoteService,0.0447
RE-597,GetSnapshotMessage,0.0446
RE-80,SlowLayer,0.0446
RE-656,MonitoringConnectionTester,0.0446
RE-595,CoverageTest,0.0445
RE-759,MetricsRunner,0.0445
RE-630,DroneSimulatorServiceRemoteFacade,0.0444
RE-630,DroneSimulatorService,0.0444
RE-101,StopExecutorViaWaypoint,0.0444
RE-595,IUAVRegistrationServiceInstance,0.0444
RE-693,ManagedDroneMessenger,0.0444
RE-637,TakeoffCommand,0.0444
RE-25,FlightRouteCategoryInfo,0.0443
RE-597,GetCoordinatesMessage,0.0443
RE-597,GetBaseCoordinatesMessage,0.0443
RE-679,ManagedDroneMessenger,0.0443
RE-630,DroneSimulatorServiceInstance,0.0443
RE-505,DelayTask,0.0442
RE-689,UAVTypeRegistrationInfo,0.0442
RE-695,ManagedDroneMessenger,0.0442
RE-695,WaypointGoal,0.0442
RE-25,SimulatorScenarioCategoryInfo,0.0442
RE-551,TypeRegistrationInfo,0.0442
RE-709,AbstractMissionTask,0.0442
RE-729,CoverageStatistics,0.0442
RE-630,SimulatorScenarioInfo,0.0441
RE-630,IDroneSimulatorRemoteService,0.0441
RE-630,BaseServiceProvider,0.0441
RE-626,MetricsRunner,0.0441
RE-630,IDroneSimulatorServiceInstance,0.0441
RE-628,SimpleSimulator,0.0441
RE-541,ManagedDroneUpdateMessage,0.0441
RE-424,Utilities,0.0440
RE-649,SelectionWriter,0.0440
RE-630,IFileChangeNotifyable,0.0440
RE-759,UAVRegistrationInfo,0.0440
RE-639,NedExecutor,0.0440
RE-555,AbstractDroneFleetFactory,0.0440
RE-501,AbstractDroneFleetFactory,0.0440
RE-630,DronologySeriviceListener,0.0439
RE-630,AreaMappingCategoryInfo,0.0439
RE-630,SynchronizationManager,0.0439
RE-501,Utilities,0.0439
RE-630,FlightRouteCategoryInfo,0.0439
RE-630,SimulatorScenarioCategoryInfo,0.0439
RE-630,WorkspaceInitializer,0.0439
RE-551,IAction,0.0439
RE-679,DelayTask,0.0438
RE-555,StopEveryone,0.0438
RE-103,Utilities,0.0438
RE-616,TypeRegistrationInfo,0.0438
RE-637,Runner,0.0438
RE-630,IDroneSetupServiceInstance,0.0438
RE-630,ResultCreationUtil,0.0437
RE-693,Utilities,0.0437
RE-505,ManagedDroneMessenger,0.0437
RE-616,UAVRegistrationInfo,0.0437
